facility_name,county,facility_type,flag_reason,deficiency_tag,deficiency_summary,survey_date,reported_nurse_hprd,state_mandated_hprd,casemix_expected_hprd,staffing_rating,md_license_number,cms_ccn,source_portal,source_url,scraped_at_utc
WILLOWBROOKE CT SKILLED CARE BUCKINGHAM'S CHOICE,Adamstown,SNF,insufficient_staffing_citation,0712,Ensure that the resident and his/her doctor meet face-to-face at all required visits.,2026-02-17,,,,,,215329,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
ADELPHI NURSING AND REHABILITATION CENTER,Adelphi,SNF,insufficient_staffing_citation,0726,Ensure that nurses and nurse aides have the appropriate competencies to care for every resident in a way that maximizes each resident's well being.,2025-02-11,,,,,,215064,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
STERLING CARE HILLHAVEN,Adelphi,SNF,insufficient_staffing_citation,0730,Observe each nurse aide's job performance and give regular training.,2025-06-09,,,,,,215212,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
ALLEGANY HEALTH NURSING AND REHAB,Allegany,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.330; state minimum 3.76; casemix expected 3.851; staffing rating 3.,,3.32975,3.76,3.85127,3,,215230,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
Cumberland Healthcare Center,Allegany,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.386; state minimum 3.76; casemix expected 3.414; staffing rating 4.,,3.38590,3.76,3.41415,4,,215055,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
DEVLIN MANOR NURSING AND REHABILITATION CENTER,Allegany,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 2.898; state minimum 3.76; casemix expected 3.822; staffing rating 2.,,2.89826,3.76,3.82243,2,,215244,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
FROSTBURG REHAB CENTER,Allegany,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.338; state minimum 3.76; casemix expected 3.726; staffing rating 1.,,3.33835,3.76,3.72561,1,,215115,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
LIONS REHAB  CENTER,Allegany,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.544; state minimum 3.76; casemix expected 3.761; staffing rating 4.,,3.54379,3.76,3.76137,4,,215073,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
MORAN  NURSING AND REHABILITATION CENTER,Allegany,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.357; state minimum 3.76; casemix expected 3.441; staffing rating 4.,,3.35723,3.76,3.44060,4,,215240,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
MOUNTAIN CITY REHAB CENTER,Allegany,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.556; state minimum 3.76; casemix expected 3.762; staffing rating 3.,,3.55552,3.76,3.76194,3,,215277,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
AUTUMN LAKE HEALTHCARE AT SPA CREEK,Annapolis,SNF,insufficient_staffing_citation,0732,Post nurse staffing information every day.,2023-02-03,,,,,,215258,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
GINGER COVE,Annapolis,SNF,insufficient_staffing_citation,0732,Post nurse staffing information every day.,2024-06-04,,,,,,215174,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
AUTUMN LAKE HEALTHCARE AT BALTIMORE WASHINGTON,Anne Arundel,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.394; state minimum 3.76; casemix expected 4.226; staffing rating 3.,,3.39379,3.76,4.22581,3,,215316,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
AUTUMN LAKE HEALTHCARE AT CROFTON,Anne Arundel,SNF,below_casemix_expected_care_hours,,Reported nurse HPRD 4.073; state minimum 3.76; casemix expected 4.409; staffing rating 3.,,4.07290,3.76,4.40936,3,,215120,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
AUTUMN LAKE HEALTHCARE AT GLEN BURNIE,Anne Arundel,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.544; state minimum 3.76; casemix expected 4.047; staffing rating 3.,,3.54430,3.76,4.04708,3,,215266,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
AUTUMN LAKE HEALTHCARE AT SPA CREEK,Anne Arundel,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.587; state minimum 3.76; casemix expected 4.396; staffing rating 2.,,3.58656,3.76,4.39650,2,,215258,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
AUTUMN LAKE HEALTHCARE AT WAUGH CHAPEL,Anne Arundel,SNF,below_casemix_expected_care_hours,,Reported nurse HPRD 3.884; state minimum 3.76; casemix expected 4.841; staffing rating 3.,,3.88360,3.76,4.84052,3,,215148,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
COMPLETE CARE AT ANNAPOLIS,Anne Arundel,SNF,below_casemix_expected_care_hours,,Reported nurse HPRD 3.765; state minimum 3.76; casemix expected 4.047; staffing rating 3.,,3.76508,3.76,4.04704,3,,215005,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
COMPLETE CARE AT SEVERNA PARK LLC,Anne Arundel,SNF,low_staffing_rating,,Reported nurse HPRD n/a; state minimum 3.76; casemix expected n/a; staffing rating 1.,,,3.76,,1,,215143,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
FAIRFIELD NURSING & REHABILITATION CENTER,Anne Arundel,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.510; state minimum 3.76; casemix expected 3.531; staffing rating 4.,,3.50952,3.76,3.53102,4,,215236,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
HAMMONDS LANE CENTER,Anne Arundel,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.372; state minimum 3.76; casemix expected 4.006; staffing rating 3.,,3.37224,3.76,4.00579,3,,215088,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
Marley Neck Rehabilitation and Wellness Center,Anne Arundel,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.420; state minimum 3.76; casemix expected 4.018; staffing rating 3.,,3.41982,3.76,4.01809,3,,215138,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
South River Rehabilitation and Wellness Center,Anne Arundel,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.371; state minimum 3.76; casemix expected 3.666; staffing rating 3.,,3.37128,3.76,3.66581,3,,215297,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
FUTURE CARE CHESAPEAKE,Arnold,SNF,insufficient_staffing_citation,0726,Ensure that nurses and nurse aides have the appropriate competencies to care for every resident in a way that maximizes each resident's well being.,2026-02-04,,,,,,215186,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
AUTUMN LAKE HEALTHCARE AT ALICE MANOR,Baltimore,SNF,insufficient_staffing_citation,0728,"Ensure that nurse aides who have worked more than 4 months, are trained and competent; and nurse aides who have worked less than 4 months are enrolled in appropriate training.",2025-05-01,,,,,,215215,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
AUTUMN LAKE HEALTHCARE AT ARLINGTON WEST,Baltimore,SNF,insufficient_staffing_citation,0732,Post nurse staffing information every day.,2022-05-06,,,,,,215349,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
AUTUMN LAKE HEALTHCARE AT BRIDGEPARK,Baltimore,SNF,insufficient_staffing_citation,0947,"Ensure nurse aides have the skills they need to care for residents, and give nurse aides education in dementia care and abuse prevention.",2025-06-13,,,,,,215195,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
AUTUMN LAKE HEALTHCARE AT CATONSVILLE,Baltimore,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.411; state minimum 3.76; casemix expected 3.913; staffing rating 2.,,3.41108,3.76,3.91339,2,,215097,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
AUTUMN LAKE HEALTHCARE AT HOMEWOOD,Baltimore,SNF,insufficient_staffing_citation,0730,Observe each nurse aide's job performance and give regular training.,2025-07-24,,,,,,215074,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
AUTUMN LAKE HEALTHCARE AT LOCH RAVEN,Baltimore,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.540; state minimum 3.76; casemix expected 4.536; staffing rating 1.,,3.53976,3.76,4.53608,1,,215090,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
AUTUMN LAKE HEALTHCARE AT LOCH RAVEN,Baltimore,SNF,insufficient_staffing_citation,0732,Post nurse staffing information every day.,2026-04-30,,,,,,215090,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
AUTUMN LAKE HEALTHCARE AT LONG GREEN,Baltimore,SNF,insufficient_staffing_citation,0728,"Ensure that nurse aides who have worked more than 4 months, are trained and competent; and nurse aides who have worked less than 4 months are enrolled in appropriate training.",2026-02-03,,,,,,215031,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
AUTUMN LAKE HEALTHCARE AT OVERLEA,Baltimore,SNF,insufficient_staffing_citation,0730,Observe each nurse aide's job performance and give regular training.,2025-04-30,,,,,,215209,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
AUTUMN LAKE HEALTHCARE AT PARKVILLE,Baltimore,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.306; state minimum 3.76; casemix expected 4.312; staffing rating 2.,,3.30582,3.76,4.31177,2,,215129,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
AUTUMN LAKE HEALTHCARE AT PERRING PARKWAY,Baltimore,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.634; state minimum 3.76; casemix expected 4.168; staffing rating 3.,,3.63411,3.76,4.16771,3,,215081,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
AUTUMN LAKE HEALTHCARE AT PERRING PARKWAY,Baltimore,SNF,insufficient_staffing_citation,0711,"Ensure the resident's doctor reviews the resident's care, writes, signs and dates progress notes and orders, at each required visit.",2023-12-22,,,,,,215081,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
AUTUMN LAKE HEALTHCARE AT PIKESVILLE,Baltimore,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.742; state minimum 3.76; casemix expected 3.924; staffing rating 3.,,3.74230,3.76,3.92431,3,,215082,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
AUTUMN LAKE HEALTHCARE AT RIVERVIEW,Baltimore,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.569; state minimum 3.76; casemix expected 4.256; staffing rating 3.,,3.56903,3.76,4.25630,3,,215203,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
AUTUMN LAKE HEALTHCARE AT RUXTON,Baltimore,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.527; state minimum 3.76; casemix expected 4.051; staffing rating 2.,,3.52720,3.76,4.05118,2,,215077,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
AUTUMN LAKE HEALTHCARE AT SUMMIT PARK,Baltimore,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.453; state minimum 3.76; casemix expected 3.894; staffing rating 3.,,3.45266,3.76,3.89398,3,,215326,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
BLUE POINT HEALTHCARE CENTER,Baltimore,SNF,insufficient_staffing_citation,0710,Obtain a doctor's order to admit a resident and ensure the resident is under a doctor's care.,2023-11-22,,,,,,215340,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
CARROLL PARK HEALTHCARE,Baltimore,SNF,insufficient_staffing_citation,0728,"Ensure that nurse aides who have worked more than 4 months, are trained and competent; and nurse aides who have worked less than 4 months are enrolled in appropriate training.",2025-05-14,,,,,,215085,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
CHAPEL HILL NURSING CENTER,Baltimore,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.740; state minimum 3.76; casemix expected 3.650; staffing rating 4.,,3.73963,3.76,3.65034,4,,215220,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
COMPLETE CARE AT HERITAGE LLC,Baltimore,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.334; state minimum 3.76; casemix expected 3.917; staffing rating 2.,,3.33444,3.76,3.91657,2,,215135,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
COMPLETE CARE AT MULTI MEDICAL CENTER LLC,Baltimore,SNF,below_casemix_expected_care_hours,,Reported nurse HPRD 4.036; state minimum 3.76; casemix expected 4.980; staffing rating 3.,,4.03627,3.76,4.98011,3,,215096,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
"COURTLAND, LLC",Baltimore,SNF,below_state_mandated_care_hours,,Reported nurse HPRD 3.748; state minimum 3.76; casemix expected 3.806; staffing rating 4.,,3.74788,3.76,3.80580,4,,215128,CMS_NH_PROVIDER_INFO,https://data.cms.gov/provider-data/api/1/datastore/query/4pq5-n9py/0,2026-07-03T00:04:34+00:00
"COURTLAND, LLC",Baltimore,SNF,insufficient_staffing_citation,0711,"Ensure the resident's doctor reviews the resident's care, writes, signs and dates progress notes and orders, at each required visit.",2025-07-24,,,,,,215128,CMS_HEALTH_CITATIONS,https://data.cms.gov/provider-data/api/1/datastore/query/r5ix-sfxw/0,2026-07-03T00:04:34+00:00
